age,monthly_income,collateral_value,loan_amount,state,collateral_debt,verified_restriction,dishonored_checks,expired_debts,banking_debts,commercial_debts,protests,marital_status,informed_restriction,monthly_payment,informed_purpose,auto_brand,auto_model,auto_year,pre_approved,form_completed,sent_to_analysis,channel,zip_code,gender,utm_term,education_level
29,4000.0,11000.0,9900.0,MG,700.0,0.0,0,0,0,0,0,not_informed,0.0,1072.5,quitar dividas,Fiat,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,2005.0,1,0,1,search,3231XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
32,4000.0,30000.0,27000.0,SP,3500.0,0.0,0,0,0,0,0,not_informed,0.0,873.54,Quitar dividas,VW - VolksWagen,SPACEFOX 1.6/ 1.6 Trend Total Flex 8V 5p,2007.0,1,0,0,search,5835XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
63,2300.0,23000.0,15729.0,MG,3.6,0.0,0,0,0,0,0,not_informed,0.0,690.0,Investimento,GM - Chevrolet,Classic/ Classic LS 1.0 VHC FlexPower 4p,2011.0,1,0,0,search,3117XXXX,,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
38,3500.0,25325.0,7000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,850.9225721103144, ,Honda,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Aut.,2008.0,1,0,1,affiliates,7043XXXX,,,Educação superior completa
64,6800.0,26000.0,10000.0,MA,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,416.67,QUITAR DIVIDAS,CHERY,CIELO 1.6 16V 119cv  5p,2011.0,1,0,0,display,6506XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
42,3200.0,18000.0,16000.0,PR,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,733.33,Quero abrir uma oficina de molas,GM - Chevrolet,Corsa Sed. Maxx 1.0/ 1.0 FlexPower 8V 4p,2006.0,1,0,0,search,8350XXXX,male,,"Ensino médio incompleto (antigo 2º grau, secundário ou colegial)."
34,4207.0,14000.0,6000.0,SP,3000.0,0.0,0,0,0,0,0,not_informed,0.0,194.12,pagar cartão de credito,GM - Chevrolet,Classic/ Classic LS 1.0 VHC FlexPower 4p,2010.0,1,0,0,search,3658XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
31,4988.0,16291.0,18500.0,DF,0.0,0.0,0,0,0,0,0,not_informed,0.0,850.9225721103144, ,Peugeot,206 Feline 1.4/ 1.4 Flex 8V 5p,2008.0,1,0,1,affiliates,7085XXXX,,,not_informed
35,3000.0,35000.0,20000.0,SP,2500.0,0.0,0,0,0,0,0,not_informed,0.0,833.33,Quitar dívidas e trocar o carro para por no UBER,VW - VolksWagen,Golf GLX 2.0 4p,1995.0,1,0,0,direct,5894XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
39,7000.0,28000.0,15000.0,RJ,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,859.0,Pagamento cartao,Fiat,Palio ATTRACTIVE 1.4 EVO Fire Flex 8V 5p,2012.0,1,0,0,search,2076XXXX,,t,Educação superior completa
20,3200.0,13700.0,12330.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,541.0,diversos produtos,GM - Chevrolet,Corsa Hatchback 1.0 MPFI 8V 71cv 5p,2002.0,1,1,1,search,6765XXXX,,,not_informed
45,3000.0,18000.0,10000.0,PE,4385.0,0.0,0,0,0,0,0,not_informed,0.0,323.53,Para trocar de veiculo,VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 4p,2009.0,1,0,0,display,5559XXXX,male,,not_informed
25,2600.0,7800.0,7000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,466.67,Para pagar um veículo furtado ,GM - Chevrolet,Corsa Wind 1.0 MPFI / EFI  2p,1995.0,1,0,0,search,9111XXXX,male,,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
37,2200.0,12000.0,5000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,208.33,Casamento ,Renault,Clio Expression Hi-Flex 1.0 16V 5p,2007.0,1,0,1,search,1346XXXX,male,,"Ensino médio incompleto (antigo 2º grau, secundário ou colegial)."
54,4000.0,18000.0,16200.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,675.0,pagar divida,GM - Chevrolet,Classic/ Classic LS 1.0 VHC FlexPower 4p,2010.0,1,1,1,search,1228XXXX,female,,Educação superior completa
26,2000.0,20000.0,5000.0,CE,800.0,0.0,0,0,0,0,0,not_informed,1.0,279.56,quitar dividas,GM - Chevrolet,Classic/ Classic LS 1.0 VHC FlexPower 4p,2013.0,1,0,0,search,6205XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
49,7250.0,27000.0,15000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,485.3,pagar  cartao de credito ,VW - VolksWagen,Polo Sedan 1.6 Mi Total Flex 8V 4p,2009.0,1,0,1,remarketing,6149XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
25,4025.0,35068.0,10000.0,MS,0.0,0.0,0,0,0,0,0,not_informed,0.0,666.67,Quitar parcelamentos avulsos.,Fiat,Palio ATTRACTIVE 1.4 EVO Fire Flex 8V 5p,2016.0,1,0,0,referral,7918XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
30,6100.0,20000.0,9360.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,302.83,para fazer uma cirurgia,GM - Chevrolet,Classic/ Classic LS 1.0 VHC FlexPower 4p,2011.0,1,1,0,search,1660XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
42,3000.0,30057.0,5000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,850.9225721103144, ,Fiat,Idea ATTRACTIVE 1.4 Fire Flex 8V 5p,2012.0,1,0,0,affiliates,7093XXXX,,,Educação superior completa
63,1182.0,18000.0,5000.0,GO,0.0,1.0,0,0,1,1,0,not_informed,1.0,208.33,tirar  o meu nome SERASA,Fiat,Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p,2007.0,1,0,0,social,7537XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
40,2000.0,14000.0,12600.0,PI,4375.592031572431,1.0,0,0,1,0,0,not_informed,1.0,407.65,pagar contas atrasadas,Renault,Clio Campus Hi-Flex 1.0 16V 5p,2010.0,1,1,0,remarketing,6400XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
39,3300.0,30000.0,8000.0,SC,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,779.9,reforma de casa,Hyundai,HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,2014.0,1,0,0,remarketing,8830XXXX,male,,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
28,3052.0,17000.0,10000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,375.0,quitar dívidas,Fiat,Uno Mille WAY ECONOMY 1.0 F.Flex 2p,2009.0,1,0,1,affiliates,7141XXXX,,,Educação superior completa
34,5000.0,23900.0,21510.0,SP,3000.0,0.0,0,0,0,0,0,not_informed,0.0,913.13,"Para quitar o cheques especial da conta conjunta minha e da minha esposa e já fazer a manutenção no carro pneus, amortecedores. Ou seja seria 12mil para quitar o banco + 3mil para as 4 parcelas que falta do carro e o saldo do empréstimo, pneus e amorteced",VW - VolksWagen,Polo 1.6 Mi/S.Ouro 1.6 Mi Tot.Flex 8V 5p,2009.0,1,1,0,seo,7791XXXX,male,,Educação superior completa
57,1800.0,20000.0,10000.0,MT,0.0,0.0,0,0,0,0,0,not_informed,0.0,416.67,para pagar dividas pessoais,VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 4p,2010.0,1,0,0,display,7800XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
40,1500.0,6500.0,5850.0,SP,4375.592031572431,1.0,0,0,0,1,1,not_informed,0.0,327.09,para comprar veiculo,VW - VolksWagen,Gol 1.0 Total Flex 8V 5p (25 Anos),2013.0,1,0,0,display,9321XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
20,4500.0,32900.0,20000.0,PI,0.0,0.0,0,0,0,0,0,not_informed,0.0,647.07,Investir na empresa,Ford,Fiesta 1.6 8V Flex/Class 1.6 8V Flex 5p,2012.0,1,0,0,search,6401XXXX,male,,not_informed
60,3796.0,25900.0,8000.0,ES,0.0,0.0,0,0,0,0,0,not_informed,0.0,288.05,acabar reforma da casa,GM - Chevrolet,AGILE LTZ 1.4 MPFI 8V FlexPower 5p,2011.0,1,1,1,affiliates,2916XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
37,5000.0,17000.0,5000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,1.0,208.33,QUITAÇÃO DO CPF,GM - Chevrolet,Classic/ Classic LS 1.0 VHC FlexPower 4p,2010.0,1,0,0,search,1752XXXX,female,c,Educação superior incompleta.
32,2000.0,11000.0,5000.0,AP,0.0,1.0,0,0,0,1,0,not_informed,1.0,541.67,investir em negocio,Renault,Clio Expression 1.0 8V 60cv 3p,2005.0,1,0,0,referral,6890XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
19,2300.0,12000.0,5000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,161.77,pagar contas,GM - Chevrolet,Celta Super 1.0 MPFI 8V FlexPower 3p,2008.0,1,0,0,search,5280XXXX,female,,not_informed
33,6000.0,22000.0,19800.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,907.5,Quitar dividas ,Citroën,C3 GLX 1.4/ GLX Sonora 1.4 Flex 8V 5p,2012.0,1,0,1,direct,6705XXXX,female,,Educação superior completa
56,4000.0,23000.0,20000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,833.33,construçao,Fiat,Siena ELX 1.4 mpi Fire Flex 8V 4p,2009.0,1,0,0,search,1310XXXX,male,,Educação superior completa
52,5000.0,22000.0,19800.0,MG,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,825.0,cobertura ch especial,GM - Chevrolet,PRISMA Sed. Joy 1.4 8V ECONOFLEX 4p,2010.0,1,0,0,remarketing,3755XXXX,male,,not_informed
27,7000.0,20806.0,15000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,1000.0,Reforma imóvel,Honda,Civic Sedan EX 1.7 16V 130cv Aut. 4p,2004.0,1,1,1,search,4837XXXX,male,,Educação superior incompleta.
59,3500.0,38000.0,25200.0,SC,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,815.31,Quitação de débitos,Renault,DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec,2012.0,1,0,1,search,8804XXXX,male,m,Educação superior completa
49,4000.0,26500.0,23500.0,MG,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,760.3,CAPITAL DE GIRO,Toyota,Corolla XEi 1.8/1.8 Flex 16V Mec.,2007.0,1,1,1,direct,3550XXXX,male,,not_informed
51,2250.0,15000.0,13500.0,BA,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,436.77,reforma,GM - Chevrolet,Celta Super 1.0 MPFI 8V FlexPower 5p,2008.0,1,1,0,affiliates,4560XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
27,1200.0,6500.0,5000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,1.0,333.33,Quitar dividas,Honda,Fit Twist 1.5 Flex 16V 5p Mec.,2014.0,1,0,0,search,1854XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
41,3530.0,22000.0,5000.0,ES,929.0,0.0,0,0,0,0,0,single,0.0,333.33,pagar cheque especial,GM - Chevrolet,Celta Life/ LS 1.0 MPFI 8V FlexPower 3p,2012.0,1,0,1,search,2990XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
63,8000.0,23000.0,20700.0,SP,4.0,0.0,0,0,0,0,0,not_informed,0.0,703.0,Pagar dividas,Honda,Civic Sedan LXL 1.7 16V 130cv Mec 4p,2006.0,1,0,0,search,4146XXXX,,c,Educação superior completa
44,4000.0,25000.0,15000.0,MS,4375.592031572431,1.0,0,0,1,0,0,not_informed,1.0,636.77,Accabar de costruir minha casa,Toyota,Corolla XEi 1.8/1.8 Flex 16V Mec.,2006.0,1,0,0,display,7900XXXX,male,,Educação superior completa
50,1500.0,16000.0,10000.0,RJ,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,323.53,Abrir um comercio,GM - Chevrolet,Corsa Sed Class.Super 1.0/1.0 FlexPower,2008.0,1,0,0,display,2889XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
33,5000.0,20000.0,18000.0,PR,1.08,0.0,0,0,0,0,0,not_informed,0.0,611.0,construção,Renault,SANDERO Dynamique Hi-Power 1.6 8V 5p,2015.0,1,0,0,search,8332XXXX,,c,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
44,9664.0,18000.0,15000.0,PB,0.0,0.0,0,0,0,0,0,not_informed,0.0,636.77,para quitar dívidas c terceiros,Ford,Fiesta Personnalité 1.0 8V 66cv 5p,2005.0,1,0,0,display,5807XXXX,male,,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
38,7000.0,30000.0,5000.0,RJ,0.0,1.0,0,0,0,1,0,not_informed,0.0,333.33,quitar dívidas,Ford,KA 1.6 8V Flex 3p,2011.0,1,0,0,display,2889XXXX,female,,Educação superior completa
37,5000.0,32131.0,24000.0,BA,0.0,0.0,0,0,0,0,0,not_informed,0.0,850.9225721103144, ,Ford,Focus 1.6 S/SE/SE Plus Flex 8V/16V  5p,2011.0,1,0,0,affiliates,4041XXXX,,,not_informed
21,6000.0,18000.0,8000.0,AM,0.0,0.0,0,0,0,0,0,not_informed,0.0,339.61,umas dividas pendentes ,Fiat,Palio 1.0 Cel. ECON./ITALIA F.Flex 8V 4p,2009.0,1,0,0,search,6906XXXX,female,,not_informed
25,1600.0,6000.0,5000.0,GO,0.0,0.0,0,0,0,0,0,not_informed,1.0,208.33,pagar divida diversas,Honda,Accord Sedã EX 2.4/ 2.3/ 2.2 16V,2014.0,1,1,0,display,7638XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
33,2000.0,25000.0,5000.0,BA,3000.0,0.0,0,0,0,0,0,not_informed,0.0,279.56,pagar a divida do veiculo,Fiat,Siena TETRAFUEL 1.4 mpi Fire Flex 8v 4p,2011.0,1,1,0,search,4030XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
25,1940.0,15400.0,12000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,432.07,para pagar dividas de cartões de credito,GM - Chevrolet,Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p,2007.0,1,1,0,search,6767XXXX,male,,Educação superior incompleta.
27,2500.0,17454.0,5000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,850.9225721103144, ,Peugeot,206 Moonlight 1.4 Flex 8V 5p,2008.0,1,0,1,affiliates,1334XXXX,,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
32,1990.0,14000.0,12600.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,407.65,completar o valor do veiculo,Fiat,Palio Weekend ELX 1.4 mpi Fire Flex 8V,2006.0,1,0,0,affiliates,6515XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
39,6000.0,15000.0,10000.0,GO,950.0,0.0,0,0,0,0,0,not_informed,0.0,416.67,fazer investimento ,Fiat,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,2010.0,1,0,0,display,7448XXXX,male,,"Ensino médio incompleto (antigo 2º grau, secundário ou colegial)."
36,5000.0,18800.0,16920.0,PR,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,575.0,Investimento em negócio ,VW - VolksWagen,Gol City (Trend) 1.0 Mi Total Flex 8V 4p,2011.0,1,0,1,search,8175XXXX,,m,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
45,9000.0,33000.0,5000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,487.44,investimento na clínica de nutrição ,Nissan,LIVINA 1.6 16V Flex Fuel 5p,2011.0,1,0,1,search,4304XXXX,female,,not_informed
28,1900.0,9000.0,5000.0,MG,2000.0,0.0,0,0,0,0,0,not_informed,0.0,208.33,Quitar documentação do veículo,VW - VolksWagen,Parati 1.6 Mi Plus Total Flex  8V 4p,2009.0,1,0,0,search,3880XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
23,2500.0,13881.0,6000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,850.9225721103144, ,GM - Chevrolet,Celta Spirit 1.0 MPFI 8V FlexPower 3p,2007.0,1,0,1,affiliates,2244XXXX,,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
33,4500.0,35000.0,25000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,1041.67,Obra em casa,Hyundai,HB20 Comf./C.Plus/C.Style 1.0 Flex 12V,2013.0,1,0,1,search,4840XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
23,3500.0,12000.0,5000.0,MG,0.0,1.0,0,0,0,1,0,not_informed,1.0,161.77,para quitar dividas ,Honda,Civic Sed. LXL/ LXL SE 1.8 Flex 16V Mec,2013.0,1,0,0,display,3620XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
37,2500.0,18000.0,15000.0,BA,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,485.3,Investimento,GM - Chevrolet,Corsa Sed Class.Life 1.0/1.0 FlexPower,2006.0,1,0,0,search,4118XXXX,male,m,not_informed
40,3000.0,16000.0,10000.0,MT,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,416.67,Investimento em negócios,GM - Chevrolet,Celta Life/ LS 1.0 MPFI 8V FlexPower 5p,2008.0,1,1,0,seo,7872XXXX,male,,Educação superior completa
40,5000.0,12263.0,5000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,850.9225721103144, ,GM - Chevrolet,Celta Life 1.0 MPFI VHC 8V 3p,2005.0,1,0,0,affiliates,7190XXXX,,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
40,3000.0,25000.0,10000.0,SP,1400.0,0.0,0,0,0,0,0,not_informed,0.0,666.67,quitar dívida de escola,Renault,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,2014.0,1,0,0,search,4739XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
49,1500.0,28000.0,6534.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,1.0,450.0,quitar uma divida,VW - VolksWagen,Polo Sed.COMFORT. I MOTION 1.6 T.Flex 4p,2011.0,1,0,1,search,3521XXXX,,c,Ensino fundamental completo (antigo 1º grau ou primário e ginasial).
37,3000.0,23800.0,21000.0,BA,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,679.42,negócios,VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 5p,2011.0,1,1,0,search,4029XXXX,male,,Educação superior completa
26,1000.0,12222.0,5456.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,1.0,239.0,motivos de saude,GM - Chevrolet,Celta Life 1.0 MPFI VHC 8V 3p,2006.0,1,0,0,seo,1222XXXX,,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
35,1500.0,27500.0,10000.0,GO,4375.592031572431,1.0,0,0,0,1,0,not_informed,1.0,416.67,variados pagamentos,GM - Chevrolet,Vectra EXPRESSION 2.0 MPFI FlexPower Mec,2010.0,1,0,0,display,7477XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
32,5000.0,40000.0,13000.0,RJ,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,420.59,envestimento,Honda,Civic Sedan LXS 1.8/1.8 Flex 16V Aut. 4p,2010.0,1,0,0,search,2203XXXX,male,m,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
28,2000.0,6000.0,5000.0,MS,0.0,0.0,0,0,0,0,0,not_informed,1.0,487.44,pagar contas atrasadas,VW - VolksWagen,Parati SURF 1.6 Mi Total Flex,2010.0,1,0,0,search,7910XXXX,male,,not_informed
49,3300.0,23000.0,20700.0,SC,0.0,0.0,0,0,0,0,0,not_informed,0.0,669.72,PARA FAZER UM TRATAMENTO DE SAUDE,VW - VolksWagen,VOYAGE 1.0 Mi Total Flex 8V 4p,2010.0,1,1,1,remarketing,8837XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
48,1800.0,15000.0,10000.0,SE,3000.0,0.0,0,0,0,0,0,not_informed,0.0,416.67,pagar uma dívidas,Ford,Fiesta SE 1.6 16V Flex 5p,2012.0,1,0,0,display,4909XXXX,female,,not_informed
45,1800.0,8200.0,7300.0,RN,0.0,0.0,0,0,0,0,0,not_informed,0.0,304.17,Pagar dívidas,Honda,Fit LX 1.5 Flexone 16V 5p Mec.,2016.0,1,0,0,search,5979XXXX,male,m,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
32,6400.0,18000.0,16200.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,550.0,outras dividas. Cartão de crédito,Fiat,UNO VIVACE/RUA 1.0 EVO Fire Flex 8V 5p,2012.0,1,0,1,search,1232XXXX,,c,Educação superior completa
52,3089.0,18000.0,5000.0,SP,0.0,0.0,0,0,0,0,0,married,1.0,229.17,pagar dividas,GM - Chevrolet,Corsa Hat. Maxx 1.0/ 1.0 FlexPower 8V 5p,2007.0,1,0,1,search,1320XXXX,female,,Educação superior completa
38,8000.0,33000.0,29700.0,MG,0.0,0.0,0,0,0,0,0,not_informed,0.0,1237.5,Investimento em novos negócios,GM - Chevrolet,COBALT LTZ 1.4 8V FlexPower 4p,2012.0,1,0,1,search,3133XXXX,male,,Educação superior completa
18,1100.0,35000.0,5000.05,PR,4375.592031572431,1.0,0,0,0,1,0,not_informed,1.0,161.77,limpar meu nome ,GM - Chevrolet,Astra Sed. Advant. 2.0 8V MPFI FlexP. 4p,2010.0,1,0,0,search,8185XXXX,male,,not_informed
44,5000.0,12000.0,10800.0,RS,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,349.42,Giro de caixa,GM - Chevrolet,Celta Spirit 1.0 MPFI 8V FlexPower 3p,2011.0,1,0,1,search,9302XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
43,2800.0,32000.0,5000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,208.33,PESSOAL,GM - Chevrolet,ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,2013.0,1,0,1,display,1841XXXX,female,,Educação superior completa
50,5000.0,40000.0,32000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,1466.67,investimento,Ford,Fiesta SE 1.6 16V Flex 5p,2013.0,1,0,1,direct,9861XXXX,female,,not_informed
40,2300.0,29000.0,6000.0,MA,0.0,0.0,0,0,0,0,0,not_informed,0.0,650.0,montar um negocio,Honda,Civic Sedan LXS 1.8/1.8 Flex 16V Aut. 4p,2008.0,1,0,0,display,6506XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
26,1760.0,14000.0,10000.0,MG,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,323.53,fazer investimento,GM - Chevrolet,Corsa Hat. Joy 1.0/ 1.0 FlexPower 8V 5p,2005.0,1,0,0,search,3951XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
25,2000.0,18000.0,15000.0,PR,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,625.0,not_informed,VW - VolksWagen,Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 4p,2008.0,1,0,0,affiliates,8463XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
27,3000.0,12000.0,5000.0,RO,0.0,0.0,0,0,0,0,0,not_informed,0.0,279.56,quitar dividas pessoais,Ford,Fiesta Sed. Personnalité 1.0 8V 4p,2005.0,1,1,0,display,7680XXXX,female,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
25,5000.0,20000.0,18000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,582.36,rico,Mercedes-Benz,C-180 Classic/Classic Plus/Elegance,1999.0,1,0,0,direct,4300XXXX,male,,not_informed
26,4000.0,22000.0,15000.0,PE,0.0,0.0,0,0,0,0,0,not_informed,0.0,838.69,Para pagar uma dívidas do meu comercio,GM - Chevrolet,MONTANA LS COMBO 1.4 8V ECONOFLEX 2p,2013.0,1,0,0,search,5680XXXX,female,,Educação superior incompleta.
50,3557.0,18492.0,16642.8,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,693.45,Quitar dividas,GM - Chevrolet,Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p,2010.0,1,0,1,affiliates,7033XXXX,female,,not_informed
44,4000.0,16093.0,5000.0,SP,4000.0,1.0,0,0,0,1,0,not_informed,0.0,850.9225721103144, ,Ford,Fiesta 1.6 8V Flex/Class 1.6 8V Flex 5p,2005.0,1,0,0,affiliates,1950XXXX,,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
33,3600.0,34769.0,10000.0,DF,0.0,0.0,0,0,0,0,0,not_informed,0.0,850.9225721103144, ,Fiat,Palio SPORTING Dualogic 1.6 Flex 16V 5p,2013.0,1,0,0,affiliates,7262XXXX,,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
23,2400.0,25000.0,17280.0,SP,0.0,1.0,0,0,1,0,0,not_informed,1.0,559.07,dar entrada em um veiculo,Peugeot,207 X-Line 1.4 Flex 8V 5p,2012.0,1,0,0,search,7786XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
26,1230.0,13000.0,5000.0,RS,0.0,0.0,0,0,0,0,0,not_informed,0.0,263.89,Quitá contas,Ford,Fiesta Personnalité 1.0 8V 66cv 5p,2005.0,1,0,0,search,9560XXXX,male,m,"Ensino médio incompleto (antigo 2º grau, secundário ou colegial)."
45,3000.0,45000.0,19000.0,SP,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,870.83,Pagamento de dívidas com cartão de crédito,Hyundai,HB20 C.Style/C.Plus 1.6 Flex 16V Aut.,2015.0,1,0,0,search,6542XXXX,male,,Educação superior completa
41,4000.0,30000.0,15000.0,PB,0.0,0.0,0,0,0,0,0,married,0.0,636.77,Aumentar meu negócio ,VW - VolksWagen,SPACEFOX 1.6/ 1.6 Trend Total Flex 8V 5p,2011.0,1,0,1,seo,5818XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
41,4000.0,37000.0,28800.0,BA,4375.592031572431,0.0,0,0,0,0,0,divorced,1.0,931.78,montar um distribuidora de alimentos.,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2013.0,1,0,1,search,4818XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
24,1800.0,6000.0,5000.0,MS,4375.592031572431,0.0,0,0,0,0,0,not_informed,0.0,250.0,not_informed,Honda,Accord Sedã EX 2.0 16V 156cv Aut.,2011.0,1,0,0,search,7964XXXX,male,m,"Ensino médio incompleto (antigo 2º grau, secundário ou colegial)."
19,5000.0,31000.0,5000.0,SP,0.0,0.0,0,0,0,0,0,not_informed,0.0,487.44,Investimentos em geral,Honda,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Mec.,2010.0,1,1,0,search,1320XXXX,male,,"Ensino médio completo (antigo 2º grau, secundário ou colegial)."
